id_notizia;Titolo;Pubblicazione;Descrizione;Autore;Fonte;Link;Immagine;C_liked;C_disliked;C_shared
46; Mantova, quattro ragazzi si schiantano con l’auto contro una casa, poi vanno in discoteca;2022-09-07 17:40:55;Sabato notte il sorpasso azzardato, l’urto contro il guard rail e il testacoda. I giovani, come se niente fosse, hanno abbandonato la Honda Civic distrutta e sono andati a ballare. Rintracciato il conducente: dovrà pagare i danni;Giovanni Vigna;Corriere;https://milano.corriere.it/notizie/lombardia/22_settembre_07/mantova-quattro-ragazzi-si-schiantano-l-auto-contro-casa-poi-vanno-discoteca-67d9de70-2ec0-11ed-bf4a-00b229732663.shtml;https://images2-milano.corriereobjects.it/methode_image/2022/09/07/Milano/Foto%20Milano%20-%20Trattate/automuro-k60G-U3370609780191G6C-656x492@Corriere-Web-Milano.jpg;0;0;0
47;Gran Premio di Monza: come si arriva, dove parcheggiare, biglietti e prenotazioni e app;2022-09-07 18:44:24;«Move to Gp» è l’app novità del piano mobilità messo a punto da Monza Mobilità. Prima di mettersi in auto basta prenotare parcheggio e navetta dal proprio smartphone;Rosella Redaelli;Corriere;https://milano.corriere.it/notizie/lombardia/22_settembre_07/gran-premio-monza-come-si-arriva-dove-parcheggiare-biglietti-prenotazioni-sull-app-092269d8-2e7a-11ed-bf4a-00b229732663.shtml;https://images2-milano.corriereobjects.it/methode_image/2022/09/07/Milano/Foto%20Milano%20-%20Trattate/42.0.1153996657-kaxH-U3370586263943M0E-656x492@Corriere-Web-Milano.jpg;0;0;0
48;Affacciati alla finestra;2022-09-07 17:39:53;;Laura Vincenti;Corriere;https://milano.corriere.it/notizie/cronaca/22_settembre_07/null-d5eb84f6-2e6e-11ed-bf4a-00b229732663.shtml;https://images2.corriereobjects.it/methode_image/2022/09/07/Milano/Foto%20Milano%20-%20Trattate/1913857236-krdG-U33705610905596NE-656x492@Corriere-Web-Milano.jpg;0;0;0
49;Stazione Termini, il barista di via Giolitti: «Troppo pericoloso, chiudo alle 17»;2022-09-07 09:28:58;Il degrado stringe in una morsa la zona intorno allo scalo ferroviario e i commercianti della zona hanno paura;Camilla Palladino;Corriere;https://roma.corriere.it/notizie/cronaca/22_settembre_07/stazione-termini-barista-via-giolitti-troppo-pericoloso-chiudo-17-e572ca40-2e6b-11ed-bf4a-00b229732663.shtml;https://images2-roma.corriereobjects.it/methode_image/2022/09/07/Roma/Foto%20Roma%20-%20Trattate/19142626-kK4B-U3370581512114wSG-656x492@Corriere-Web-Roma.jpg;0;0;0
50;Vespa orientalis, interventi anche in Vaticano. «Nidi sotto i tetti antichi»;2022-09-07 16:48:21;Continuano le chiamate, più di 350 al giorno, al numero verde 800854854 della Protezione Civile messo a disposizione dal Campidoglio «Ma per le abitazioni private bisogna chiamare le ditte specializzate». L’etologo Lunerti. «Due interventi in Vaticano»;Manuela Pelati;Corriere;https://roma.corriere.it/notizie/cronaca/22_settembre_07/vespa-orientalis-interventi-anche-vaticano-nidi-sotto-tetti-antichi-ee0eba36-2e8b-11ed-bf4a-00b229732663.shtml;https://images2-roma.corriereobjects.it/methode_image/2022/09/07/Roma/Foto%20Roma%20-%20Trattate/vespe4-kWXH-U3370592369492zeC-656x492@Corriere-Web-Roma.JPG;0;0;0
51;Ilary Blasi: il segno della vittoria e l’enigmatica foto dell’hotel De Russie;2022-09-07 12:11:57;La conduttrice tv si mostra ancora una volta serena su Instagram all’inzio della settimana decisiva per la separazione da Francesco Totti: sceglieranno la consensuale o si va alla battaglia legale?;;Corriere;https://video.corriere.it/ilary-blasi-abito-bianco-fa-segno-vittoria/70f1142a-2e74-11ed-bf4a-00b229732663;https://images2-roma.corriereobjects.it/methode_image/Video/2022/09/07/Roma/Foto%20Roma%20-%20Trattate/304762048_466339958544719_1998308676084410508_n1-kosh--656x492corriere-web-roma_master_ori_crop_MASTER__0x0.jpg;0;0;0
52;Nuoto: Simona Quadarella, dai successi in piscina alle vacanze con foto da top model;2022-09-06 10:52:49;L’atleta romana, dopo i successi in piscina agli Europei di Roma, si è concessa una vacanza prima in Grecia, poi all’Argentario.;;Corriere;https://video.corriere.it/nuoto-simona-quadarella-successi-piscina-vacanze-foto-top-model/0dbc34da-2dba-11ed-aea6-eaa2f969967c;https://images2-roma.corriereobjects.it/methode_image/Video/2022/09/06/Roma/Foto%20Roma%20-%20Trattate/quadarella_vacanze_656_ori_crop_MASTER__0x0.jpg;0;0;0
53;Omicidio di Fatmir Ara, un operaio 30enne incensurato confessa: «L’ho ucciso io»;2022-09-07 14:21:23;Dopo  17 ore di interrogatorio l’uomo ha ammesso di fronte al pm Elena Parato di essere l’autore dell’omicidio dell’impresario edile ritrovato morto in un campo di San Carlo Canavese;Massimo Massenzio;Corriere;https://torino.corriere.it/cronaca/22_settembre_07/omicidio-fatmir-ara-fermato-30enne-sequestrato-fucile-c665b5b4-2e74-11ed-bf4a-00b229732663.shtml;https://images2-torino.corriereobjects.it/methode_image/2022/09/07/Torino/Foto%20Torino%20-%20Trattate/1amir_ori_crop_MASTER__0x0.jpeg;0;0;0
54;Guido Carli veterano dei test di Medicina sostiene la prova (per la sesta volta). E quest’anno con sua figlia;2022-09-07 10:21:16;Dopo aver visto tante volte il padre provare ad accedere al corso, ha deciso di iscriversi perché sogna di diventare un medico. Lui: «Sarebbe una bella rivincita»;Paolo Coccorese;Corriere;https://torino.corriere.it/cronaca/22_settembre_06/torino-guido-carli-veterano-test-medicina-sostiene-prova-per-sesta-volta-quest-anno-sua-figlia-79ddd380-2dd8-11ed-aea6-eaa2f969967c.shtml;https://images2-torino.corriereobjects.it/methode_image/2022/09/06/Torino/Foto%20Torino%20-%20Trattate/guido-kmsG-U3370548944487rWD-656x492@Corriere-Web-Torino.JPG;0;0;0
55;Paul Pogba, parla l’ortopedico che l’ha operato: «Tornerà in due mesi»;2022-09-07 14:22:47;L’intervento eseguito al Mauriziano dal professor Rossi: «Tutto ok, ora dipenderà dal recupero. Tardi? Un paziente deve essere convinto della terapia»;Massimiliano Nerozzi;Corriere;https://torino.corriere.it/sport/juventus/22_settembre_06/pogba-torna-due-mesi-d2550978-2e2a-11ed-aea6-eaa2f969967c.shtml;https://images2-torino.corriereobjects.it/methode_image/2022/09/06/Torino/Foto%20Torino%20-%20Trattate/19598375_medium-U31601854676829cJF-U33705765756679MH-656x492@Corriere-Web-Torino.jpg;0;0;0
56;Dalla Chiesa, un Frecciarossa dedicato al generale ucciso dalla mafia 40 anni fa;2022-09-07 18:27:15;Una sua frase e il suo volto viaggeranno fino al 31 ottobre sulla tratta ferroviaria Torino-Reggio Calabria;Redazione online;Corriere;https://torino.corriere.it/cronaca/22_settembre_07/dalla-chiesa-frecciarossa-dedicato-generale-ucciso-mafia-40-anni-fa-9b0b0fba-2ec2-11ed-bf4a-00b229732663.shtml;https://images2-torino.corriereobjects.it/methode_image/2022/09/07/Torino/Foto%20Torino%20-%20Trattate/Treno-kO6D-U33706107423460VF-656x492@Corriere-Web-Torino.JPG;0;0;0
57; Se il sindacato (ri)nasce “grazie” a Bezos. L’effetto-Amazon;2022-09-07 09:52:06;Negli Usa solo 14 milioni di lavoratori (pari al 10%) sono iscritti a una “Union”, ma il boom della share e della digital economy ha cambiato le cose. E ora, con la ribellione dell’ex dipendente Christian Smalls, potrebbe nascere una nuova era;Giuseppe Sarcina;Corriere;https://www.corriere.it/sette/attualita/22_settembre_07/se-sindacato-rinasce-grazie-bezos-l-effetto-amazon-98d8e6d6-284b-11ed-9e87-0dc36927f0ff.shtml;https://images2.corriereobjects.it/methode_image/2022/08/30/Sette/Foto%20Sette%20-%20Trattate/h_15676944-k8tG-U3370231871180vNC-656x492@Corriere-Web-Sezioni.jpg;0;0;0
58;Elena Vallortigara: «Lavoro a maglia per rilassarmi, mai fidanzati atleti e pochi social»;2022-09-07 09:48:01;Gli allenamenti a Siena, la passione per i cavalli, la volta che da piccola superò i 90 centimetri e quella oltre i 2 metri. La nuova altista racconta tutto: «Sara? Sa esserti vicina»;Manuela Croci;Corriere;https://www.corriere.it/sette/incontri/22_settembre_07/elena-vallortigara-lavoro-maglia-rilassarmi-mai-fidanzati-atleti-pochi-social-0e19878e-2932-11ed-91c7-dee004e78fda.shtml;https://images2.corriereobjects.it/methode_image/2022/08/31/Sette/Foto%20Sette%20-%20Trattate/GettyImages-1409793740-kakH-U3370285224307AE-656x492@Corriere-Web-Sezioni.jpg;0;0;0
59;Felicità e modelli di vita. Siete pentiti di avere avuto figli ?;2022-09-07 10:01:03;Secondo un sondaggio di YouGov (in 5 Paesi), sono gli italiani i più convinti di avere bambini. Ma è perché il tabù è più forte? I genitori sono mediamente meno soddisfatti della propria vita rispetto alle coppie no-kids ma l’effetto tende a scomparire quando si correggono i dati tenendo conto dei fattori economici.;Anna Meldolesi e Chiara Lalli;Corriere;https://www.corriere.it/sette/attualita/22_settembre_05/felicita-modelli-vita-siete-pentiti-avere-avuto-figli-18406e60-293e-11ed-91c7-dee004e78fda.shtml;https://images2.corriereobjects.it/methode_image/2022/08/31/Sette/Foto%20Sette%20-%20Trattate/4337.0.38143891-kH2G-U337028932915273H-656x492@Corriere-Web-Sezioni.jpg;0;0;0
60;Totò con la «cimice» fascista sul bavero? Dopo l’8 settembre rifiutò le proposte di Salò;2022-09-06 13:33:25;Il principe Antonio de Curtis probabilmente fu costretto dal regime ad appuntarsi quel distintivo sulla giacca: pagava le sue audaci prese in giro di Mussolini nel teatro di rivista. Anche se prove non ce ne sono;Ranieri Polese;Corriere;https://www.corriere.it/sette/cultura-societa/22_settembre_06/toto-la-cimice-fascista-bavero-l-8-settembre-rifiuto-proposte-salo-8bd8456e-2a92-11ed-8fa9-879da6ca29ec.shtml;https://images2.corriereobjects.it/methode_image/2022/09/02/Sette/Foto%20Sette%20-%20Trattate/totfascista-knk-u3370362568765tsh-656x492corriere-web-sezioni_master_ori_crop_MASTER__0x0.jpg;0;0;0
61;Chi è Kwasi Kwarteng, primo nero a diventare cancelliere dello Scacchiere in Gran Bretagna (che già punta a Downing Street);2022-09-07 17:13:27;Nominato dalla nuova premier Liz Truss (di cui è coetaneo e vicino di casa), Kwarteng ha già scritto la storia, perché è il primo nero a ricoprire la carica di ministro del Tesoro. Studi a Eton, Cambridge e Harvard, conosce latino, greco, francese, tedesco e italiano;Luigi Ippolito;Corriere;https://www.corriere.it/esteri/22_settembre_06/kwasi-kwarteng-b9c055b8-2e0f-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Esteri/Foto%20Esteri%20-%20Trattate/AFP_32HT3T7-k6m-U3370567309165IxD-656x492@Corriere-Web-Sezioni.jpg;0;0;0
62;Il Psg: «Noi in treno? Meglio i carri a vela». Polemica in Francia;2022-09-06 23:39:57;L’attaccante Mbappé e i suoi compagni di squadra ridono all’ipotesi di usare i Tgv invece dell’aereo. Un siparietto che ha irritato ambientalisti e governo ;Stefano Montefiori;Corriere;https://www.corriere.it/esteri/22_settembre_06/gli-sfotto-psg-irritano-francia-noi-treno-meglio-carri-vela-610790ae-2e18-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Esteri/Foto%20Esteri%20-%20Trattate/AFP_32HQ22D-k29-U3370569003173NmH-656x492@Corriere-Web-Sezioni.jpg;0;0;0
63;L’incredibile (e facilissima) fuga di «Fat Leonard», l’uomo che ha corrotto la Marina Usa;2022-09-07 13:21:31;«Leonard il grasso», imprenditore malaysiano, in affari per milioni di dollari con il Pentagono, aveva corrotto ammiragli e ufficiali con feste, viaggi, sigari e prostitute. Era stato arrestato grazie a una moglie sospettosa: ma è scappato dai domiciliari dopo essersi tagliato il braccialetto elettronico - e dopo aver «traslocato»;Guido Olimpio;Corriere;https://www.corriere.it/esteri/22_settembre_06/fat-leonard-94b9a18e-2df6-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Esteri/Foto%20Esteri%20-%20Trattate/Fat-Leonard-et-al-667x375-kCiH-U3370552942766ja-656x492@Corriere-Web-Sezioni.jpg;0;0;0
64;  «Pechino Express» al via, in chiaro su Tv8: da Rita Rusic a Ferrara e Cabello, tutte le coppie;2022-09-06 16:08:33;Disponibile dal 6 settembre anche per chi non ha l’abbonamento il reality show per la prima volta firmato Sky. Alla guida Costantino della Gherardesca;Redazione Spettacoli;Corriere;https://www.corriere.it/spettacoli/22_settembre_06/al-via-pechino-express-chiaro-tv8-rita-rusic-ferrara-cabello-tutte-coppie-f178f324-2dc5-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Spettacoli/Foto%20Spettacoli%20-%20Trattate/Clipboard-0004-kvLB-U3370541382976sGE-656x492@Corriere-Web-Sezioni.jpg;0;0;0
65;«The Serpent Queen», la storia segreta del regno di Caterina de’ Medici;2022-09-06 21:00:33;La serie in costume sarà disponibile per lo streaming dall’11 settembre su StarzPlay;Eva Cabras;Corriere;https://www.corriere.it/spettacoli/cinema-serie-tv/cards/the-serpent-queen-storia-segreta-regno-caterina-de-medici/personaggio_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/09/05/Spettacoli/Foto%20Spettacoli%20-%20Trattate/queen1-cf-cropped-89-0-901-720_ori_crop_MASTER__0x0.jpg;0;0;0
66;«SuperTele» e  Pardo, un esperto che finge sregolatezza;2022-09-06 21:16:03;;;Corriere;https://www.corriere.it/spettacoli/22_settembre_06/supertele-pardo-esperto-che-finge-sregolatezza-17a512f6-2df0-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/07/Spettacoli/Foto%20Spettacoli%20-%20Trattate/supertele-kQ6H-U3370553154761NuH-656x492@Corriere-Web-Sezioni.jpg;0;0;0
67;Daniele Bossari racconta la sua malattia: «Ho avuto un tumore alla gola, ho fatto mesi di chemio»;2022-09-06 15:33:08;«A volte bisogna attraversare il dolore per comprendere la felicità. Ora lo so bene», scrive il conduttore in una lunga riflessione sui social;Redazione Spettacoli;Corriere;https://www.corriere.it/spettacoli/22_settembre_05/daniele-bossari-parla-malattia-ho-avuto-tumore-gola-ho-fatto-mesi-chemio-0a9b0e94-2cfb-11ed-82e8-8adda605a86c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/05/Spettacoli/Foto%20Spettacoli%20-%20Trattate/bossari-kxoB-U33704908014824qH-656x492@Corriere-Web-Sezioni.JPG;0;0;0
68;Natalia Estrada: «I miei primi 50 anni: oggi vivo tra ranch e cavalli. Tornare in tv? No, basta distrazioni»;2022-09-06 12:40:21;Classe 1972, icona anni Novanta, quando imperversava al cinema e in tv (anche assieme a Giorgio Mastrota), Natalia Estrada oggi compie cinquant’anni e fa un bilancio: «Sono nonna di due nipoti, vivo senza schemi. Nella buona cucina, tra cavalli e musica country, ho trovato la mia dimensione. Il ritorno in tv? È finito il tempo delle distrazioni»;Chiara Amati;Corriere;https://www.corriere.it/cook/news/22_settembre_03/natalia-estrada-miei-primi-50-anni-fuori-schemi-buon-cibo-cavalli-musica-country-fe29e8d8-2b5b-11ed-b268-2b12bb5640dc.shtml;https://images2.corriereobjects.it/methode_image/2022/09/03/Cucina/Foto%20Cucina%20-%20Trattate/PHOTO-2022-08-31-07-25-17-kYAH-U3370405986946h9F-656x492@Corriere-Web-Sezioni.jpg;0;0;0
69;Roma, le 10 migliori trattorie da provare secondo la Guida Michelin;2022-09-05 10:48:08;Veraci e informali, le osterie della Capitale sono il luogo in cui scoprire la cucina tradizionale (romana e non solo). Ecco quelle consigliate dalla Rossa;Federica Maccotta;Corriere;https://www.corriere.it/cook/news/cards/roma-10-migliori-trattorie-provare-secondo-guida-michelin/migliori-trattorie-roma-secondo-guida-michelin_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/09/04/Cucina/Foto%20Cucina%20-%20Trattate/trattoria-U31402250702814CxC--656x492@Corriere-Web-Nazionale.jpg;0;0;0
70; Pasta a fuoco spento? La cottura passiva di Parisi che non piace agli chef (né al web);2022-09-07 10:43:55;L’idea di cuocere la pasta a fuoco spento dello scienziato premio Nobel non è stata accolta con entusiasmo: dallo chef Antonello Colonna che fa notare che così può diventare «gommosa», agli utenti dei social uniti nel sottolineare che «la pasta non si tocca», ecco tutte le critiche;Fabiana Salsi;Corriere;https://www.corriere.it/cook/news/22_settembre_06/pasta-fuoco-spento-cottura-passiva-parisi-che-non-piace-chef-ne-web-1a6ec224-2dc4-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cucina/Foto%20Cucina%20-%20Trattate/cook-obb-kU0F--656x492@Corriere-Web-Sezioni.jpg;0;0;0
71;Che ruolo ha la cucina nella vita delle donne? La ricerca in vista di «Women in Food»;2022-09-04 12:26:14;Fino al 18 settembre il pubblico femminile tra i 18 e i 30 anni è invitato a partecipare alla ricerca condotta dall’Università Milano-Bicocca in collaborazione con Cook: i dati verranno rivelati a Women in Food, l’evento del 28-29 settembre che riunisce le professioniste del settore. Cucinare equivale a gestire il focolare domestico o può essere anche un mezzo di emancipazione e successo?;Benedetta Moro;Corriere;https://www.corriere.it/cook/news/22_settembre_04/che-ruolo-ha-cucina-vita-donne-ricerca-vista-women-food-db2eb4ec-2b94-11ed-b268-2b12bb5640dc.shtml;https://images2.corriereobjects.it/methode_image/2022/09/03/Cucina/Foto%20Cucina%20-%20Trattate/donna%20cucina%202-ksXE-U3370419929960lDF-656x492@Corriere-Web-Sezioni.jpg;0;0;0
72;Champions League, dove vedere Inter-Bayern e Napoli-Liverpool;2022-09-07 11:54:21;Si conclude la prima giornata della fase a gironi con due big match che coinvolgono le italiane;Salvatore Riggio;Corriere;https://www.corriere.it/sport/calcio/champions-league/22_settembre_07/champions-dove-vedere-inter-bayern-napoli-liverpool-07bd6d9e-2e08-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Sport/Foto%20Sport%20-%20Trattate/1421303028-kK3C-U337056493769031C-656x492@Corriere-Web-Sezioni.jpg;0;0;0
73;L’analisi di Sconcerti: Juventus, con il Psg non era impossibile. Al Milan serve un salto mentale ;2022-09-07 09:14:43;La Juve non è tornata, non molto cattiva, non ancora convinta, ma ha tenuto il campo e spaventato l’avversario. Il Milan stranamente impreciso, la differenza in campo c’era,ma forse deve convincersi di essere grande ;Mario Sconcerti;Corriere;https://www.corriere.it/sport/calcio/champions-league/22_settembre_07/sconcerti-juventus-psgmilan-dd274e96-2e2b-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Sport/Foto%20Sport%20-%20Trattate/AFP_32HT7KU-kJ9B-U3370576730480wDB-656x492@Corriere-Web-Sezioni.jpg;0;0;0
74;Mense, palestre e tempo pieno, così la scuola non lascia indietro nessuno. La proposta di Save the Children;2022-09-07 14:19:12;Che cosa serve alla scuola del Dopo-Dad? L’analisi dell’associazione che denuncia: troppi studenti a rischio di lasciare la scuola. Servono investimenti nelle aree a rischio e al Sud;Redazione Scuola;Corriere;https://www.corriere.it/scuola/rientro-a-scuola/notizie/mense-palestre-tempo-pieno-cosi-scuola-non-lascia-indietro-nessuno-proposta-save-the-children-e32600b0-2dd8-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cultura/Foto%20Cultura%20-%20Trattate/stc-kyEG-U3370549034382VFB-656x492@Corriere-Web-Sezioni.jpg;0;0;0
75;Caro bollette, il rapporto Ocse: studenti italiani terzultimi nel risparmio energetico;2022-09-06 11:31:49;Colpa di una molteplicità di fattori: pesano le scarse competenze scientifiche dei 15enni italiani rispetto ai loro coetanei degli altri Paesi, il poco spazio dato ai temi ambientali a scuola e in famiglia ;di Gianna Fregonara e Orsola Riva;Corriere;https://www.corriere.it/scuola/rientro-a-scuola/cards/caro-bollette-rapporto-ocse-studenti-italiani-terzultimi-risparmio-energetico/emergenza-gas-clima-adolescenti-italiani-poco-interessati_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/08/30/Cultura/Foto%20Cultura%20-%20Trattate/eoli-kIvG-U33702444631665ID-656x492@Corriere-Web.jpg;0;0;0
76;Scuola, che senso hanno gli esami a settembre nel 2022? ;2022-09-06 16:40:34;I fondi per i corsi di riparazione sono pochi e le famiglie spesso sono costrette a pagare costose ripetizioni private che non sempre bastano a evitare la bocciatura finale. Di qui la marea di ricorsi alla giustizia amministrativa;Marco Ricucci*;Corriere;https://www.corriere.it/scuola/rientro-a-scuola/notizie/scuola-che-senso-hanno-esami-settembre-2022-03bb0f16-2deb-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cultura/Foto%20Cultura%20-%20Trattate/recupero-k23H-U3370554084407l6F-656x492@Corriere-Web-Sezioni.jpg;0;0;0
77;Apertura, un varco che ci rivela un’infinita serie di possibilità;2022-09-06 19:49:11;E un mondo concreto fatto di passioni, curiosità e piccoli gesti quotidiani, da una porta che si spalanca all’anno scolastico che comincia;Paolo Fallai;Corriere;https://www.corriere.it/scuola/22_settembre_06/apertura-varco-che-ci-rivela-un-infinita-serie-possibilita-3b29ef06-2de3-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/Cultura/Foto%20Cultura%20-%20Trattate/apertura-k8UG-U3370552141045pLG-656x492@Corriere-Web-Sezioni.jpg;0;0;0
78;Sul Corriere Salute: come si cura l’alluce valgo oggi ;2022-09-07 18:28:15;È un problema che riguarda più di una persona adulta su cinque nel nostro Paese. Il rimedio definitivo rimane la chirurgia, ma prima sono possibili diversi trattamenti. Se ne parla nel Corriere Salute in edicola giovedì;Anna Fregonara;Corriere;https://www.corriere.it/salute/muscoli-ossa-articolazioni/22_settembre_07/sul-corriere-salute-come-si-cura-l-alluce-valgo-oggi-220f7592-2acb-11ed-8fa9-879da6ca29ec.shtml;https://images2.corriereobjects.it/methode_image/2022/09/02/Salute/Foto%20Salute%20-%20Trattate/DOSSIER%20DISTURBI%20NEUROSVILUPPO%20%20COVER-1-kUTH-U3370379662953C6F-656x492@Corriere-Web-Sezioni.jpg;0;0;0
79;La felicità di un popolo non cresce con il Pil (ma con le politiche di welfare);2022-09-07 17:28:42;Studio sul benessere degli abitanti in dieci Paesi europei. Al vertice c’è la Spagna, cresciuta di quasi un punto. Seconda l’Italia, con mezzo punto in più;Chiara Daina;Corriere;https://www.corriere.it/salute/neuroscienze/22_settembre_07/felicita-popolo-welfare-1923f390-2d2d-11ed-82e8-8adda605a86c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/05/Salute/Foto%20Salute%20-%20Trattate/felice-kxFI-U337050823374560E-656x492@Corriere-Web-Sezioni.jpg;0;0;0
80;Il monito del cardinal Zuppi: «Il voto? Libertà di coscienza. E si deve ripartire dai poveri»;2022-09-06 22:25:57;Il cardinale, presidente della Cei, riflette sulla situazione politica e sociale. L’appello al voto, la difesa del metodo di collaborazione. «Combattiamo ogni povertà»;Elisabetta Soglio;Corriere;https://www.corriere.it/buone-notizie/22_settembre_05/cardinal-zuppi-voto-liberta-coscienza-194b4c10-2bd4-11ed-b268-2b12bb5640dc.shtml;https://images2.corriereobjects.it/methode_image/2022/09/04/BuoneNotizie/Foto%20BuoneNotizie%20-%20Trattate/02-kjyF-U3370438024835HMG-656x492@Corriere-Web-Sezioni.jpg;0;0;0
81;Il gioielliere Fabio Salini: «Le mie creazioni all’asta per i piccoli malati»;2022-09-06 22:32:41;Sono 53 gioielli, per un valore di 2 milioni e mezzo di euro. E il loro creatore, il gioielliere romano Fabio Salini, li mette all’asta con Sotheby’s a beneficio della fondazione «Make a Wish» che realizza i desideri dei bambini in situazioni di malattia o difficoltà;Peppe Aquaro;Corriere;https://www.corriere.it/buone-notizie/22_settembre_06/gioielliere-fabio-salini-le-mie-creazioni-all-asta-piccoli-malati-492b4ee0-2df4-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/BuoneNotizie/Foto%20BuoneNotizie%20-%20Trattate/Fabio%20Salini%20ok-kWF-U3370557453662DTH-656x492@Corriere-Web-Sezioni.jpg;0;0;0
82;Una partita con lotteria benefica per rimediare a un gol «rubato» 50 anni prima ;2022-09-06 22:37:11;Il protagonista si chiama Graeme Jones, il senso di colpa per pareggio irregolare all’ultimo minuto segnato 50 anni fa in una partita tra ragazzini lo ha indotto a rintracciare tutti i giocatori ancora in vita e a ripetere l’incontro (finito stavolta con una sconfitta) abbinandolo a una lotteria benefica.;Redazione Buone Notizie;Corriere;https://www.corriere.it/buone-notizie/22_settembre_06/partita-lotteria-benefica-rimediare-un-gol-rubato-50-anni-prima-9194ad5c-2de0-11ed-aea6-eaa2f969967c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/06/BuoneNotizie/Foto%20BuoneNotizie%20-%20Trattate/soccer-football-teams-50-years-ago-and-today-SWNS-k0FI-U33705510401524KE-656x492@Corriere-Web-Sezioni.jpg;0;0;0
83;Dal monte incantato di Erice alle viuzze di Torre di Palme. È l’Italia segreta dei borghi;2022-09-05 05:39:20;Il nostro Paese è ricchissimo di angoli da scoprire: gioielli di storie, arte e cultura spesso però dimenticati. Da Castellaro Lagusello a Troina, attraverso Monte San’Angelo, meta di fedeli;Redazione Buone Notizie;Corriere;https://www.corriere.it/buone-notizie/cards/dal-monte-incantato-erice-viuzze-torre-palme-l-italia-segreta-borghi/borghi-gioielli-nascosti-spesso-trascurati_principale.shtml;https://images2.corriereobjects.it/methode_image/2022/08/24/BuoneNotizie/Foto%20BuoneNotizie%20-%20Trattate/erice2-k9GH-U33602173237829zuE-656x492@Corriere-Web-Sezioni.jpg;0;0;0
84; Il mar Mediterraneo invaso da 200 specie esotiche in 130 anni: l’allarme del Cnr;2022-09-05 10:33:59;La causa è cambiamento climatico ma anche l’uomo in modo diretto;Silvia Morosi;Corriere;https://www.corriere.it/animali/22_settembre_05/mar-mediterraneo-invaso-200-specie-esotiche-130-anni-l-allarme-cnr-01d30eae-2cee-11ed-82e8-8adda605a86c.shtml;https://images2.corriereobjects.it/methode_image/2022/09/05/Scienze/Foto%20Scienze%20-%20Trattate/Siganus_luridus_Pterois_miles_foto_E_Azzurro_2-kfPC-U33704871415312rB-656x492@Corriere-Web-Sezioni.jpg;0;0;0
85;«I cosmetici restino cruelty free». La richiesta di un milione di cittadini Ue;2022-09-01 19:15:08;La mobilitazione lanciata dalle associazioni animaliste e da alcune aziende del settore per evitare un dietrofront indiretto sul bando alla sperimentazione animale in vigore dal 2004 ;Alessandro Sala;Corriere;https://www.corriere.it/animali/22_agosto_30/i-cosmetici-restino-cruelty-free-richiesta-un-milione-cittadini-ue-f5084f1a-2868-11ed-9e87-0dc36927f0ff.shtml;https://images2.corriereobjects.it/methode_image/2022/08/30/Scienze/Foto%20Scienze%20-%20Trattate/GettyImages-873899690-kCuH-U3370237927939xOD-656x492@Corriere-Web-Sezioni.jpg;0;0;0
86;L’otocione Moa trasferita da Bergamo alla Normandia per continuare la specie;2022-09-01 19:22:46;L’animale, nato a dicembre scorso, è partito dal Parco Faunistico Le Cornelle per andare a formare una coppia con un maschio ospitato dallo zoo francese;Silvia Morosi;Corriere;https://www.corriere.it/animali/22_agosto_23/otocione-moa-trasferita-bergamo-normandia-continuare-specie-1c7d0c78-22c1-11ed-afec-857596927b11.shtml;https://images2.corriereobjects.it/methode_image/2022/08/23/Scienze/Foto%20Scienze%20-%20Trattate/3.Otocioni_22.08.22-kWxC-U33602119785283NLF-656x492@Corriere-Web-Sezioni.JPG;0;0;0
